Result, Test Name, Power Priority, Power Level, Iteration, Var MSA, Dataset File,Point Result 1, Var Actual 1, Var Target 1, Var Min Allowed 1, Var Max Allowed 1,Point Result 2, Var Actual 2, Var Target 2, Var Min Allowed 2, Var Max Allowed 2,Point Result 3, Var Actual 3, Var Target 3, Var Min Allowed 3, Var Max Allowed 3
, , , , , , , Fail, 3661.73372396, 0.0, -500.0, 2025.66666667, Fail, 3661.73372396, 0.0, -500.0, 2006.46666667, Fail, 3661.73372396, 0.0, -500.0, 1995.96666667
, , , , , , , Fail, 2205.26497396, 0.0, -500.0, 500.0, Fail, 2205.26497396, 0.0, -500.0, 500.0, Fail, 2205.26497396, 0.0, -500.0, 500.0
, , , , , , , Fail, 877.628580729, 0.0, -1827.7, 500.0, Fail, 877.628580729, 0.0, -1888.83333333, 500.0, Fail, 877.628580729, 0.0, -1905.53333333, 500.0
, , , , , , , Pass, -6.12664922078, 0.0, -3752.63333333, 500.0, Pass, -6.12664922078, 0.0, -3819.53333333, 500.0, Pass, -6.12664922078, -1.03333333333, -3834.36666667, 500.0
, , , , , , , Pass, -2.74185625712, -2859.76666667, -6693.1, 500.0, Pass, -2.74185625712, -2909.43333333, -6742.76666667, 500.0, Pass, -2.74185625712, -2924.13333333, -6757.46666667, 500.0
, , , , , , , Fail, 5.60761769613, -5763.56666667, -9596.9, -1930.23333333, Fail, 5.60761769613, -5813.26666667, -9646.6, -1979.93333333, Fail, 5.60761769613, -5822.03333333, -9655.36666667, -1988.7
, , , , , , , Fail, -2220.39908854, -8656.2, -12000.0, -4822.86666667, Fail, -2220.39908854, -8683.3, -12000.0, -4849.96666667, Fail, -2220.39908854, -8692.13333333, -12000.0, -4858.8
, , , , , , , Fail, -6241.99283854, -11500.0, -12000.0, -7689.86666667, Fail, -6241.99283854, -11500.0, -12000.0, -7706.6, Fail, -6241.99283854, -11500.0, -12000.0, -7706.2
, , , , , , , Fail, -9676.44596354, -11500.0, -12000.0, -11000.0, Fail, -9676.44596354, -11500.0, -12000.0, -11000.0, Fail, -9676.44596354, -11500.0, -12000.0, -11000.0
, , , , , , , Fail, -9857.05729167, -11500.0, -12000.0, -11000.0, Fail, -9857.05729167, -11500.0, -12000.0, -11000.0, Fail, -9857.05729167, -11500.0, -12000.0, -11000.0
, , , , , , , Fail, -10110.7727865, -11500.0, -12000.0, -11000.0, Fail, -10110.7727865, -11500.0, -12000.0, -11000.0, Fail, -10110.7727865, -11500.0, -12000.0, -11000.0
Fail, VV_1_100_up_1, Reactive, 100.0, 3, 1500.0, VV_1_100_up_1.csv, , , , , , , , , , , , , , , 
, , , , , , , Fail, -9988.33919271, -11500.0, -12000.0, -11000.0, Fail, -9988.33919271, -11500.0, -12000.0, -11000.0, Fail, -9988.33919271, -11500.0, -12000.0, -11000.0
, , , , , , , Fail, -9946.89127604, -11500.0, -12000.0, -11000.0, Fail, -9946.89127604, -11500.0, -12000.0, -11000.0, Fail, -9946.89127604, -11500.0, -12000.0, -11000.0
, , , , , , , Fail, -9726.10416667, -11500.0, -12000.0, -11000.0, Fail, -9726.10416667, -11500.0, -12000.0, -11000.0, Fail, -9726.10416667, -11500.0, -12000.0, -11000.0
, , , , , , , Fail, -6198.31380208, -11443.8333333, -12000.0, -7610.5, Fail, -6198.31380208, -11482.3666667, -12000.0, -7649.03333333, Fail, -6198.31380208, -11485.5666667, -12000.0, -7652.23333333
, , , , , , , Fail, -2197.45865885, -8600.96666667, -12000.0, -4767.63333333, Fail, -2197.45865885, -8634.2, -12000.0, -4800.86666667, Fail, -2197.45865885, -8662.03333333, -12000.0, -4828.7
, , , , , , , Fail, -13.8077888489, -5759.26666667, -9592.6, -1925.93333333, Fail, -13.8077888489, -5818.76666667, -9652.1, -1985.43333333, Fail, -13.8077888489, -5836.0, -9669.33333333, -2002.66666667
, , , , , , , Pass, -56.7223765055, -2932.1, -6765.43333333, 500.0, Pass, -56.7223765055, -2948.06666667, -6781.4, 500.0, Pass, -56.7223765055, -2960.9, -6794.23333333, 500.0
, , , , , , , Pass, -18.1690533956, -64.7666666667, -3898.1, 500.0, Pass, -18.1690533956, -95.9, -3929.23333333, 500.0, Pass, -18.1690533956, -89.5, -3922.83333333, 500.0
, , , , , , , Fail, 927.454589844, 0.0, -1986.7, 500.0, Fail, 927.454589844, 0.0, -1999.86666667, 500.0, Fail, 927.454589844, 0.0, -1996.26666667, 500.0
, , , , , , , Fail, 2289.80680339, 0.0, -500.0, 500.0, Fail, 2289.80680339, 0.0, -500.0, 500.0, Fail, 2289.80680339, 0.0, -500.0, 500.0
, , , , , , , Fail, 3675.04166667, 0.0, -500.0, 1860.7, Fail, 3675.04166667, 0.0, -500.0, 1909.36666667, Fail, 3675.04166667, 0.0, -500.0, 1921.3
, , , , , , , Fail, 5036.73763021, 0.0, -500.0, 3752.2, Fail, 5036.73763021, 0.0, -500.0, 3795.76666667, Fail, 5036.73763021, 9.4, -500.0, 3842.73333333
, , , , , , , Fail, 7212.47916667, 2861.16666667, -500.0, 6694.5, Fail, 7212.47916667, 2901.5, -500.0, 6734.83333333, Fail, 7212.47916667, 2918.66666667, -500.0, 6752.0
, , , , , , , Pass, 9183.04101562, 5700.8, 1867.46666667, 9534.13333333, Pass, 9183.04101562, 5735.6, 1902.26666667, 9568.93333333, Pass, 9183.04101562, 5752.6, 1919.26666667, 9585.93333333
, , , , , , , Pass, 11183.8450521, 8609.6, 4776.26666667, 12000.0, Pass, 11183.8450521, 8626.33333333, 4793.0, 12000.0, Pass, 11183.8450521, 8631.33333333, 4798.0, 12000.0
, , , , , , , Pass, 11520.8203125, 11478.1333333, 7644.8, 12000.0, Pass, 11520.8203125, 11483.6333333, 7650.3, 12000.0, Pass, 11520.8203125, 11464.7666667, 7631.43333333, 12000.0
, , , , , , , Pass, 11509.9661458, 11500.0, 11000.0, 12000.0, Pass, 11509.9661458, 11500.0, 11000.0, 12000.0, Pass, 11509.9661458, 11500.0, 11000.0, 12000.0
, , , , , , , Pass, 11569.9635417, 11500.0, 11000.0, 12000.0, Pass, 11569.9635417, 11500.0, 11000.0, 12000.0, Pass, 11569.9635417, 11500.0, 11000.0, 12000.0
, , , , , , , Pass, 11532.6588542, 11500.0, 11000.0, 12000.0, Pass, 11532.6588542, 11500.0, 11000.0, 12000.0, Pass, 11532.6588542, 11500.0, 11000.0, 12000.0
Fail, VV_1_100_down_2, Reactive, 100.0, 3, 1500.0, VV_1_100_down_2.csv, , , , , , , , , , , , , , , 
, , , , , , , Pass, 11525.2486979, 11500.0, 11000.0, 12000.0, Pass, 11525.2486979, 11500.0, 11000.0, 12000.0, Pass, 11525.2486979, 11500.0, 11000.0, 12000.0
, , , , , , , Pass, 11612.9140625, 11500.0, 11000.0, 12000.0, Pass, 11612.9140625, 11500.0, 11000.0, 12000.0, Pass, 11612.9140625, 11500.0, 11000.0, 12000.0
, , , , , , , Pass, 11600.3190104, 11500.0, 11000.0, 12000.0, Pass, 11600.3190104, 11500.0, 11000.0, 12000.0, Pass, 11600.3190104, 11500.0, 11000.0, 12000.0
, , , , , , , Pass, 11615.1888021, 11449.1666667, 7615.83333333, 12000.0, Pass, 11615.1888021, 11489.3, 7655.96666667, 12000.0, Pass, 11615.1888021, 11444.4666667, 7611.13333333, 12000.0
, , , , , , , Pass, 11580.0820312, 8554.4, 4721.06666667, 12000.0, Pass, 11580.0820312, 8544.9, 4711.56666667, 12000.0, Pass, 11580.0820312, 8561.46666667, 4728.13333333, 12000.0
, , , , , , , Pass, 9352.02994792, 5639.26666667, 1805.93333333, 9472.6, Pass, 9352.02994792, 5657.16666667, 1823.83333333, 9490.5, Pass, 9352.02994792, 5659.46666667, 1826.13333333, 9492.8
, , , , , , , Fail, 7106.79296875, 2818.03333333, -500.0, 6651.36666667, Fail, 7106.79296875, 2836.03333333, -500.0, 6669.36666667, Fail, 7106.79296875, 2853.06666667, -500.0, 6686.4
, , , , , , , Fail, 5105.09049479, 0.0, -500.0, 3739.0, Fail, 5105.09049479, 0.0, -500.0, 3776.13333333, Fail, 5105.09049479, 0.0, -500.0, 3816.56666667
, , , , , , , Fail, 3704.87109375, 0.0, -500.0, 1889.6, Fail, 3704.87109375, 0.0, -500.0, 1937.76666667, Fail, 3704.87109375, 0.0, -500.0, 1977.3
, , , , , , , Fail, 2298.96940104, 0.0, -500.0, 500.0, Fail, 2298.96940104, 0.0, -500.0, 500.0, Fail, 2298.96940104, 0.0, -500.0, 500.0
, , , , , , , Fail, 944.455810547, 0.0, -1878.6, 500.0, Fail, 944.455810547, 0.0, -1812.93333333, 500.0, Fail, 944.455810547, 0.0, -1789.03333333, 500.0
, , , , , , , Pass, -65.9000752767, 0.0, -3826.23333333, 500.0, Pass, -65.9000752767, 0.0, -3753.2, 500.0, Pass, -65.9000752767, 0.0, -3736.2, 500.0
, , , , , , , Pass, -99.6465148926, -2781.03333333, -6614.36666667, 500.0, Pass, -99.6465148926, -2741.33333333, -6574.66666667, 500.0, Pass, -99.6465148926, -2745.6, -6578.93333333, 500.0
, , , , , , , Fail, -28.9519042969, -5675.26666667, -9508.6, -1841.93333333, Fail, -28.9519042969, -5622.83333333, -9456.16666667, -1789.5, Fail, -28.9519042969, -5617.36666667, -9450.7, -1784.03333333
, , , , , , , Fail, -2409.74446615, -8492.16666667, -12000.0, -4658.83333333, Fail, -2409.74446615, -8488.23333333, -12000.0, -4654.9, Fail, -2409.74446615, -8516.63333333, -12000.0, -4683.3
, , , , , , , Fail, -6202.75455729, -11405.7333333, -12000.0, -7572.4, Fail, -6202.75455729, -11388.5333333, -12000.0, -7555.2, Fail, -6202.75455729, -11396.4666667, -12000.0, -7563.13333333
, , , , , , , Fail, -9732.38476562, -11500.0, -12000.0, -11000.0, Fail, -9732.38476562, -11500.0, -12000.0, -11000.0, Fail, -9732.38476562, -11500.0, -12000.0, -11000.0
, , , , , , , Fail, -9873.73046875, -11500.0, -12000.0, -11000.0, Fail, -9873.73046875, -11500.0, -12000.0, -11000.0, Fail, -9873.73046875, -11500.0, -12000.0, -11000.0
, , , , , , , Fail, -10020.2910156, -11500.0, -12000.0, -11000.0, Fail, -10020.2910156, -11500.0, -12000.0, -11000.0, Fail, -10020.2910156, -11500.0, -12000.0, -11000.0
Fail, VV_1_100_up_2, Reactive, 100.0, 3, 1500.0, VV_1_100_up_2.csv, , , , , , , , , , , , , , , 
, , , , , , , Fail, -10058.8014323, -11500.0, -12000.0, -11000.0, Fail, -10058.8014323, -11500.0, -12000.0, -11000.0, Fail, -10058.8014323, -11500.0, -12000.0, -11000.0
, , , , , , , Fail, -9871.75651042, -11500.0, -12000.0, -11000.0, Fail, -9871.75651042, -11500.0, -12000.0, -11000.0, Fail, -9871.75651042, -11500.0, -12000.0, -11000.0
, , , , , , , Fail, -9747.37174479, -11500.0, -12000.0, -11000.0, Fail, -9747.37174479, -11500.0, -12000.0, -11000.0, Fail, -9747.37174479, -11500.0, -12000.0, -11000.0
, , , , , , , Fail, -6166.99283854, -11500.0, -12000.0, -7708.96666667, Fail, -6166.99283854, -11500.0, -12000.0, -7690.4, Fail, -6166.99283854, -11500.0, -12000.0, -7676.76666667
, , , , , , , Fail, -2381.38411458, -8642.2, -12000.0, -4808.86666667, Fail, -2381.38411458, -8601.5, -12000.0, -4768.16666667, Fail, -2381.38411458, -8576.06666667, -12000.0, -4742.73333333
, , , , , , , Fail, 28.656946818, -5821.0, -9654.33333333, -1987.66666667, Fail, 28.656946818, -5743.2, -9576.53333333, -1909.86666667, Fail, 28.656946818, -5706.16666667, -9539.5, -1872.83333333
, , , , , , , Pass, 10.6710230509, -2844.66666667, -6678.0, 500.0, Pass, 10.6710230509, -2767.2, -6600.53333333, 500.0, Pass, 10.6710230509, -2746.16666667, -6579.5, 500.0
, , , , , , , Pass, -135.921152751, 0.0, -3805.03333333, 500.0, Pass, -135.921152751, 0.0, -3718.56666667, 500.0, Pass, -135.921152751, 0.0, -3713.06666667, 500.0
, , , , , , , Fail, 783.810465495, 0.0, -1791.93333333, 500.0, Fail, 783.810465495, 0.0, -1812.23333333, 500.0, Fail, 783.810465495, 0.0, -1846.73333333, 500.0
, , , , , , , Fail, 2294.49007161, 0.0, -500.0, 500.0, Fail, 2294.49007161, 0.0, -500.0, 500.0, Fail, 2294.49007161, 0.0, -500.0, 500.0
, , , , , , , Fail, 3564.54101562, 0.0, -500.0, 1999.1, Fail, 3564.54101562, 0.0, -500.0, 1933.43333333, Fail, 3564.54101562, 0.0, -500.0, 1906.36666667
, , , , , , , Fail, 5039.29264323, 62.2, -500.0, 3895.53333333, Fail, 5039.29264323, 0.0, -500.0, 3824.46666667, Fail, 5039.29264323, 0.0, -500.0, 3803.66666667
, , , , , , , Fail, 7225.68684896, 2860.8, -500.0, 6694.13333333, Fail, 7225.68684896, 2824.7, -500.0, 6658.03333333, Fail, 7225.68684896, 2810.0, -500.0, 6643.33333333
, , , , , , , Pass, 9282.1875, 5735.23333333, 1901.9, 9568.56666667, Pass, 9282.1875, 5699.0, 1865.66666667, 9532.33333333, Pass, 9282.1875, 5683.66666667, 1850.33333333, 9517.0
, , , , , , , Pass, 11297.8736979, 8562.43333333, 4729.1, 12000.0, Pass, 11297.8736979, 8549.83333333, 4716.5, 12000.0, Pass, 11297.8736979, 8539.93333333, 4706.6, 12000.0
, , , , , , , Pass, 11488.4023438, 11474.4, 7641.06666667, 12000.0, Pass, 11488.4023438, 11409.1333333, 7575.8, 12000.0, Pass, 11488.4023438, 11433.1333333, 7599.8, 12000.0
, , , , , , , Pass, 11530.7304688, 11500.0, 11000.0, 12000.0, Pass, 11530.7304688, 11500.0, 11000.0, 12000.0, Pass, 11530.7304688, 11500.0, 11000.0, 12000.0
, , , , , , , Pass, 11487.3854167, 11500.0, 11000.0, 12000.0, Pass, 11487.3854167, 11500.0, 11000.0, 12000.0, Pass, 11487.3854167, 11500.0, 11000.0, 12000.0
, , , , , , , Pass, 11606.2421875, 11500.0, 11000.0, 12000.0, Pass, 11606.2421875, 11500.0, 11000.0, 12000.0, Pass, 11606.2421875, 11500.0, 11000.0, 12000.0
Fail, VV_1_100_down_3, Reactive, 100.0, 3, 1500.0, VV_1_100_down_3.csv, , , , , , , , , , , , , , , 
, , , , , , , Pass, 11510.8919271, 11500.0, 11000.0, 12000.0, Pass, 11510.8919271, 11500.0, 11000.0, 12000.0, Pass, 11510.8919271, 11500.0, 11000.0, 12000.0
, , , , , , , Pass, 11465.5690104, 11500.0, 11000.0, 12000.0, Pass, 11465.5690104, 11500.0, 11000.0, 12000.0, Pass, 11465.5690104, 11500.0, 11000.0, 12000.0
, , , , , , , Pass, 11495.8463542, 11500.0, 11000.0, 12000.0, Pass, 11495.8463542, 11500.0, 11000.0, 12000.0, Pass, 11495.8463542, 11500.0, 11000.0, 12000.0
, , , , , , , Pass, 11651.2083333, 11462.4333333, 7629.1, 12000.0, Pass, 11651.2083333, 11489.6333333, 7656.3, 12000.0, Pass, 11651.2083333, 11459.0666667, 7625.73333333, 12000.0
, , , , , , , Pass, 11200.1835938, 8633.46666667, 4800.13333333, 12000.0, Pass, 11200.1835938, 8632.53333333, 4799.2, 12000.0, Pass, 11200.1835938, 8631.2, 4797.86666667, 12000.0
, , , , , , , Pass, 9163.70442708, 5727.43333333, 1894.1, 9560.76666667, Pass, 9163.70442708, 5753.9, 1920.56666667, 9587.23333333, Pass, 9163.70442708, 5762.16666667, 1928.83333333, 9595.5
, , , , , , , Fail, 7247.25195312, 2927.56666667, -500.0, 6760.9, Fail, 7247.25195312, 2937.6, -500.0, 6770.93333333, Fail, 7247.25195312, 2929.6, -500.0, 6762.93333333
, , , , , , , Fail, 5062.75488281, 93.5, -500.0, 3926.83333333, Fail, 5062.75488281, 72.8666666667, -500.0, 3906.2, Fail, 5062.75488281, 55.5666666667, -500.0, 3888.9
, , , , , , , Fail, 3749.00358073, 0.0, -500.0, 2011.16666667, Fail, 3749.00358073, 0.0, -500.0, 1955.93333333, Fail, 3749.00358073, 0.0, -500.0, 1934.36666667
, , , , , , , Fail, 2312.26920573, 0.0, -500.0, 500.0, Fail, 2312.26920573, 0.0, -500.0, 500.0, Fail, 2312.26920573, 0.0, -500.0, 500.0
, , , , , , , Fail, 1008.6652832, 0.0, -1843.3, 500.0, Fail, 1008.6652832, 0.0, -1901.2, 500.0, Fail, 1008.6652832, 0.0, -1931.26666667, 500.0
, , , , , , , Pass, -102.91100057, 0.0, -3744.36666667, 500.0, Pass, -102.91100057, 0.0, -3802.93333333, 500.0, Pass, -102.91100057, 0.0, -3823.8, 500.0
, , , , , , , Pass, 67.0485636393, -2851.4, -6684.73333333, 500.0, Pass, 67.0485636393, -2911.56666667, -6744.9, 500.0, Pass, 67.0485636393, -2925.4, -6758.73333333, 500.0
, , , , , , , Fail, -21.4442469279, -5719.36666667, -9552.7, -1886.03333333, Fail, -21.4442469279, -5767.3, -9600.63333333, -1933.96666667, Fail, -21.4442469279, -5794.2, -9627.53333333, -1960.86666667
, , , , , , , Fail, -2026.82779948, -8662.9, -12000.0, -4829.56666667, Fail, -2026.82779948, -8712.5, -12000.0, -4879.16666667, Fail, -2026.82779948, -8711.26666667, -12000.0, -4877.93333333
, , , , , , , Fail, -6025.93880208, -11485.1666667, -12000.0, -7651.83333333, Fail, -6025.93880208, -11500.0, -12000.0, -7672.13333333, Fail, -6025.93880208, -11500.0, -12000.0, -7683.1
, , , , , , , Fail, -9678.93294271, -11500.0, -12000.0, -11000.0, Fail, -9678.93294271, -11500.0, -12000.0, -11000.0, Fail, -9678.93294271, -11500.0, -12000.0, -11000.0
, , , , , , , Fail, -9852.13151042, -11500.0, -12000.0, -11000.0, Fail, -9852.13151042, -11500.0, -12000.0, -11000.0, Fail, -9852.13151042, -11500.0, -12000.0, -11000.0
, , , , , , , Fail, -9986.12695312, -11500.0, -12000.0, -11000.0, Fail, -9986.12695312, -11500.0, -12000.0, -11000.0, Fail, -9986.12695312, -11500.0, -12000.0, -11000.0
Fail, VV_1_100_up_3, Reactive, 100.0, 3, 1500.0, VV_1_100_up_3.csv, , , , , , , , , , , , , , , 
, , , , , , , Fail, -9986.47721354, -11500.0, -12000.0, -11000.0, Fail, -9986.47721354, -11500.0, -12000.0, -11000.0, Fail, -9986.47721354, -11500.0, -12000.0, -11000.0
, , , , , , , Fail, -9837.14127604, -11500.0, -12000.0, -11000.0, Fail, -9837.14127604, -11500.0, -12000.0, -11000.0, Fail, -9837.14127604, -11500.0, -12000.0, -11000.0
, , , , , , , Fail, -9732.35807292, -11500.0, -12000.0, -11000.0, Fail, -9732.35807292, -11500.0, -12000.0, -11000.0, Fail, -9732.35807292, -11500.0, -12000.0, -11000.0
, , , , , , , Fail, -5815.56445312, -11404.1, -12000.0, -7570.76666667, Fail, -5815.56445312, -11417.4666667, -12000.0, -7584.13333333, Fail, -5815.56445312, -11441.2333333, -12000.0, -7607.9
, , , , , , , Fail, -2045.41389974, -8555.9, -12000.0, -4722.56666667, Fail, -2045.41389974, -8620.26666667, -12000.0, -4786.93333333, Fail, -2045.41389974, -8656.4, -12000.0, -4823.06666667
, , , , , , , Fail, -38.1866353353, -5713.83333333, -9547.16666667, -1880.5, Fail, -38.1866353353, -5767.4, -9600.73333333, -1934.06666667, Fail, -38.1866353353, -5800.76666667, -9634.1, -1967.43333333
, , , , , , , Pass, 5.30351352692, -2932.1, -6765.43333333, 500.0, Pass, 5.30351352692, -2978.7, -6812.03333333, 500.0, Pass, 5.30351352692, -2986.53333333, -6819.86666667, 500.0
, , , , , , , Pass, -36.6103668213, -47.9, -3881.23333333, 500.0, Pass, -36.6103668213, -79.9333333333, -3913.26666667, 500.0, Pass, -36.6103668213, -94.3666666667, -3927.7, 500.0
, , , , , , , Fail, 933.263509115, 0.0, -2040.36666667, 500.0, Fail, 933.263509115, 0.0, -2064.93333333, 500.0, Fail, 933.263509115, 0.0, -2052.93333333, 500.0
, , , , , , , Fail, 2522.02897135, 0.0, -500.0, 500.0, Fail, 2522.02897135, 0.0, -500.0, 500.0, Fail, 2522.02897135, 0.0, -500.0, 500.0
, , , , , , , Fail, 3731.18977865, 0.0, -500.0, 1768.0, Fail, 3731.18977865, 0.0, -500.0, 1770.43333333, Fail, 3731.18977865, 0.0, -500.0, 1791.03333333
, , , , , , , Fail, 5104.71484375, 0.0, -500.0, 3732.4, Fail, 5104.71484375, 0.0, -500.0, 3733.96666667, Fail, 5104.71484375, 0.0, -500.0, 3725.13333333
, , , , , , , Fail, 7225.35807292, 2714.93333333, -500.0, 6548.26666667, Fail, 7225.35807292, 2768.03333333, -500.0, 6601.36666667, Fail, 7225.35807292, 2802.36666667, -500.0, 6635.7
, , , , , , , Pass, 9290.98242188, 5670.03333333, 1836.7, 9503.36666667, Pass, 9290.98242188, 5693.23333333, 1859.9, 9526.56666667, Pass, 9290.98242188, 5708.1, 1874.76666667, 9541.43333333
, , , , , , , Pass, 11439.1015625, 8532.7, 4699.36666667, 12000.0, Pass, 11439.1015625, 8548.93333333, 4715.6, 12000.0, Pass, 11439.1015625, 8570.23333333, 4736.9, 12000.0
, , , , , , , Pass, 11526.40625, 11447.8, 7614.46666667, 12000.0, Pass, 11526.40625, 11429.0666667, 7595.73333333, 12000.0, Pass, 11526.40625, 11468.6333333, 7635.3, 12000.0
, , , , , , , Pass, 11495.9739583, 11500.0, 11000.0, 12000.0, Pass, 11495.9739583, 11500.0, 11000.0, 12000.0, Pass, 11495.9739583, 11500.0, 11000.0, 12000.0
, , , , , , , Pass, 11494.3255208, 11500.0, 11000.0, 12000.0, Pass, 11494.3255208, 11500.0, 11000.0, 12000.0, Pass, 11494.3255208, 11500.0, 11000.0, 12000.0
, , , , , , , Pass, 11661.015625, 11500.0, 11000.0, 12000.0, Pass, 11661.015625, 11500.0, 11000.0, 12000.0, Pass, 11661.015625, 11500.0, 11000.0, 12000.0
Fail, VV_1_66_down_1, Reactive, 66.0, 5, 1500.0, VV_1_66_down_1.csv, , , , , , , , , , , , , , , 
